id,kind,wp,title,priority,owner,request,development_status,verification_status,source_evidence
WP08-R004,Requirement,WP08,Gateway 구간,P0,cpf-core logging + cpf-gateway + cpf-admin,"Gateway Instance, Route ID/Version, Auth, Rate Limit, Rewrite, 처리시간을 저장한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R005,Requirement,WP08,OUT 구간,P0,cpf-core logging + cpf-gateway + cpf-admin,"Target Service, Endpoint, Group, Instance, Host/Port, Protocol, Connect/Response 시간을 저장한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R006,Requirement,WP08,RESULT 구간,P0,cpf-core logging + cpf-gateway + cpf-admin,"최종 상태, HTTP/업무 코드, 실패 단계, Unknown, Retry/Failover, 총 시간을 저장한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R007,Requirement,WP08,동기 DB 결합 금지,P0,cpf-core logging + cpf-gateway + cpf-admin,중앙 DB Insert를 원 거래 Transaction에 직접 결합하지 않는다.,완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R008,Requirement,WP08,Durable Spool,P0,cpf-core logging + cpf-gateway + cpf-admin,BALANCED 모드에서 Local WAL/Spool 후 DB Batch 적재한다.,완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R009,Requirement,WP08,Strict 모드,P0,cpf-core logging + cpf-gateway + cpf-admin,법적 필수 Route는 Durable 기록 확인 후 응답할 수 있다.,완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R010,Requirement,WP08,Spool 복구,P0,cpf-core logging + cpf-gateway + cpf-admin,DB 복구 후 순서·중복·Checksum을 보존해 재적재한다.,완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R011,Requirement,WP08,적재 관제,P0,cpf-core logging + cpf-gateway + cpf-admin,"Queue, Spool 용량, 지연, 마지막 성공, 실패, 재전송을 ADM에서 본다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R012,Requirement,WP08,기술 로그 분리,P0,cpf-core logging + cpf-gateway + cpf-admin,DEBUG/TRACE/Stack/Library 로그는 구조화 파일/중앙 Provider로 분리한다.,완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R013,Requirement,WP08,Metric 분리,P0,cpf-core logging + cpf-gateway + cpf-admin,"TPS, 오류율, Percentile은 Metric Store를 사용한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R014,Requirement,WP08,정책 범위,P0,cpf-core logging + cpf-gateway + cpf-admin,"Platform, Environment, Gateway, Channel, Service, Route, API, 기간 Override를 지원한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R015,Requirement,WP08,필수 Metadata,P0,cpf-core logging + cpf-gateway + cpf-admin,"거래 ID, Route, Target, Result, Time, Attempt는 끌 수 없다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R016,Requirement,WP08,Query 정책,P0,cpf-core logging + cpf-gateway + cpf-admin,"NONE, ALLOWLIST, MASKED, HASHED를 제공한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R017,Requirement,WP08,Header 정책,P0,cpf-core logging + cpf-gateway + cpf-admin,Authorization/Cookie/Token은 금지하고 Allowlist만 저장한다.,완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R018,Requirement,WP08,Body 정책,P0,cpf-core logging + cpf-gateway + cpf-admin,"NONE, METADATA_ONLY, ALLOWLIST_FIELDS, MASKED_BODY, ENCRYPTED_BODY를 제공한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R019,Requirement,WP08,Raw Body 제한,P0,cpf-core logging + cpf-gateway + cpf-admin,"FULL_RAW_BODY는 기본 금지하고 Property 상한, 승인, TTL을 요구한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R020,Requirement,WP08,Schema 필드,P0,cpf-core logging + cpf-gateway + cpf-admin,"JSONPath, XPath, Fixed Layout Field 기반 Allowlist/Masking을 지원한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R021,Requirement,WP08,Binary,P0,cpf-core logging + cpf-gateway + cpf-admin,"원문 대신 MIME, Size, Checksum, Artifact Reference를 저장한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R022,Requirement,WP08,크기 제한,P0,cpf-core logging + cpf-gateway + cpf-admin,Body/Stack/Output 최대 크기와 Truncate 표시를 적용한다.,완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R023,Requirement,WP08,검색 Hash,P0,cpf-core logging + cpf-gateway + cpf-admin,고객번호·계좌번호는 보호 Hash로 검색한다.,완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R024,Requirement,WP08,Property 상한,P0,cpf-core logging + cpf-gateway + cpf-admin,"Sink, Spool, body-capture-allowed, Fail Mode는 Property가 상한을 정한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R025,Requirement,WP08,ADM 정책,P0,cpf-core logging + cpf-gateway + cpf-admin,"Route별 상세 기록, Sampling, TTL, Masking, 보존을 운영 중 관리한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R026,Requirement,WP08,정책 우선순위,P0,cpf-core logging + cpf-gateway + cpf-admin,Safe Default→Property→Platform→Environment→Gateway→Route→Temporary를 적용한다.,완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R027,Requirement,WP08,다중 Instance 적용,P0,cpf-core logging + cpf-gateway + cpf-admin,정책 Version을 모든 Gateway에 배포하고 ACK/실패/Drift를 표시한다.,완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R028,Requirement,WP08,정책 Rollback,P0,cpf-core logging + cpf-gateway + cpf-admin,부분 적용 시 이전 Version과 Reconcile를 제공한다.,완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R029,Requirement,WP08,조회 목록,P0,cpf-core logging + cpf-gateway + cpf-admin,"기간, 거래/Trace, Channel, Route, Target, Instance, 상태, 오류, 지연, Attempt로 검색한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R030,Requirement,WP08,상세 Timeline,P0,cpf-core logging + cpf-gateway + cpf-admin,IN→Gateway→Attempt→OUT→Result를 구조화 Timeline/Tab으로 표시한다.,완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R031,Requirement,WP08,Raw JSON 제한,P0,cpf-core logging + cpf-gateway + cpf-admin,기본 UI에서 Raw Map/JSON을 금지하고 고급 권한 보기로 제한한다.,완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R032,Requirement,WP08,실시간 Tail,P0,cpf-core logging + cpf-gateway + cpf-admin,"필터, 일시정지, Backpressure, 최대 건수, 재연결을 제공한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R033,Requirement,WP08,조회/Export 감사,P0,cpf-core logging + cpf-gateway + cpf-admin,"민감 조회, 복호화, Download/Export에 권한·사유·감사를 적용한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R034,Requirement,WP08,보존/Archive,P0,cpf-core logging + cpf-gateway + cpf-admin,"Partition, Online 보존, Archive, 파기, Legal Hold를 제공한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R035,Requirement,WP08,로그 장애 격리,P0,cpf-core logging + cpf-gateway + cpf-admin,일반 로그 실패가 원 거래를 불필요하게 실패시키지 않되 유실 위험을 경고한다.,완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R036,Requirement,WP08,Audit 불변성,P0,cpf-core logging + cpf-gateway + cpf-admin,정책 변경·위험 조치 Audit은 Append-only와 위변조 탐지를 제공한다.,완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R037,Requirement,WP08,컬럼 개인화,P0,cpf-core logging + cpf-gateway + cpf-admin,거래 목록의 컬럼/저장 View를 사용자별로 제공한다.,완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP08-R038,Requirement,WP08,Trace Deep Link,P0,cpf-core logging + cpf-gateway + cpf-admin,"Gateway 거래에서 내부 호출, Batch, Incident Trace로 연결한다.",완료,미검증,cpf-admin/frontend/src/features/log-policies; cpf-admin/frontend/src/features/logs; exact-SHA 실행 Evidence 필요
WP09-R001,Requirement,WP09,Typed Client,P0,cpf-core API + generator + domain,업무 개발자는 Raw CpfHttpClient/URL Path 대신 서비스별 Typed Client를 주입한다.,완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R002,Requirement,WP09,Contract Registry,P0,cpf-core API + generator + domain,"OpenAPI, Proto, WSDL/XSD, AsyncAPI, 전문/File Layout을 Version 관리한다.",완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R003,Requirement,WP09,Client Generator,P0,cpf-core API + generator + domain,"Contract에서 DTO, Error, Header, Client, Simulator, Contract Test를 생성한다.",완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R004,Requirement,WP09,Artifact 배포,P0,cpf-core API + generator + domain,Client를 Maven Artifact 또는 Review 가능한 Git Patch로 제공한다.,완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R005,Requirement,WP09,ADM Source 수정 금지,P0,cpf-core API + generator + domain,ADM 등록이 운영 Source를 자동 수정/Commit하지 않는다.,완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R006,Requirement,WP09,Local/Remote/Auto,P0,cpf-core API + generator + domain,"동일 Port를 Local, Remote, Auto Provider가 구현한다.",완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R007,Requirement,WP09,Auto 선택,P0,cpf-core API + generator + domain,"Local Bean 우선, 없으면 Registry Remote, 모두 없으면 Fail-fast한다.",완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R008,Requirement,WP09,Service ID 정본,P0,cpf-core API + generator + domain,업무 Source에는 IP/Port 대신 Typed Service ID/Client만 둔다.,완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R009,Requirement,WP09,Runtime Address,P0,cpf-core API + generator + domain,"환경, Health, Zone, Weight, Priority로 Instance를 해석한다.",완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R010,Requirement,WP09,외부 Client,P0,cpf-core API + generator + domain,외부 기관도 Protocol Adapter 뒤 Typed Client로 호출한다.,완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R011,Requirement,WP09,Protocol 교체,P0,cpf-core API + generator + domain,Public Client를 유지하고 Adapter만 교체한다.,완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R012,Requirement,WP09,오류 계약,P0,cpf-core API + generator + domain,"Timeout, Circuit, Auth, Remote Error, Unknown을 Typed Result/Exception으로 제공한다.",완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R013,Requirement,WP09,Header 전파,P0,cpf-core API + generator + domain,"transactionId, traceId, channel, actor를 표준 전파한다.",완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R014,Requirement,WP09,Idempotency,P0,cpf-core API + generator + domain,"변경 호출에 Key, Request Hash, Sequence를 포함한다.",완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R015,Requirement,WP09,Retry Metadata,P0,cpf-core API + generator + domain,API가 멱등 여부와 Retry Policy를 Metadata로 가진다.,완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R016,Requirement,WP09,IDE 발견성,P0,cpf-core API + generator + domain,Client/DTO/Error에 한글 JavaDoc과 예제를 제공한다.,완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R017,Requirement,WP09,Generator 연계,P0,cpf-core API + generator + domain,"새 Domain에 Public Contract, Local/Remote Adapter, 등록 Manifest를 생성한다.",완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R018,Requirement,WP09,Consumer Inventory,P0,cpf-core API + generator + domain,ADM에서 Client Version과 Consumer를 조회한다.,완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R019,Requirement,WP09,Compatibility,P0,cpf-core API + generator + domain,Breaking Change와 영향 Consumer를 계산한다.,완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R020,Requirement,WP09,Deprecated/Sunset,P0,cpf-core API + generator + domain,"폐기 일정, 대체 Version, 미이관 Consumer를 관리한다.",완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R021,Requirement,WP09,Setup Wizard,P0,cpf-core API + generator + domain,Domain/외부 서버 등록→Contract→Client→Test를 안내한다.,완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R022,Requirement,WP09,Fail-fast,P0,cpf-core API + generator + domain,"Endpoint, Secret, Provider 누락을 기동 전에 명확히 알린다.",완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP09-R023,Requirement,WP09,샘플 생성,P0,cpf-core API + generator + domain,정상·오류·복구 사용 예제를 자동 생성한다.,완료,미검증,cpf-batch/contract/src/main/java/com/cpf/batch/contract/parameter; cpf-core/src/main/java/com/cpf/core/api/parameter; exact-SHA 실행 Evidence 필요
WP10-R001,Requirement,WP10,Job Wizard,P0,cpf-batch + cpf-admin,"ADM에서 기본정보, Executor, Trigger, Parameter, Resource, Recovery, Alert, Approval을 등록한다.",완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R002,Requirement,WP10,Executor Catalog,P0,cpf-batch + cpf-admin,"SPRING_BATCH, APPROVED_SHELL, FILE_WATCH, FILE_PROCESS, FILE_TRANSFER를 Select로 제공한다.",완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R003,Requirement,WP10,Java Job,P0,cpf-batch + cpf-admin,"Job Pack의 Job, Version, Checksum, Signature를 선택한다.",완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R004,Requirement,WP10,Shell Job,P0,cpf-batch + cpf-admin,승인 Script Catalog와 Agent Pool을 선택한다.,완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R005,Requirement,WP10,File Watch Job,P0,cpf-batch + cpf-admin,"Provider, Alias, Pattern, Stability, Marker, Trigger를 설정한다.",완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R006,Requirement,WP10,File Transfer Job,P0,cpf-batch + cpf-admin,"Source/Target Provider, Path, Overwrite, Checksum, 암호화를 설정한다.",완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R007,Requirement,WP10,Service Call Job,P0,cpf-batch + cpf-admin,Typed Service Client Operation을 실행 Step으로 등록한다.,완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R008,Requirement,WP10,Message Trigger,P0,cpf-batch + cpf-admin,Kafka/Rabbit/JMS Trigger는 Messaging Runtime Contract를 사용한다.,완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R009,Requirement,WP10,Schedule,P0,cpf-batch + cpf-admin,"Cron, Calendar, 업무일, Timezone, Misfire를 설정한다.",완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R010,Requirement,WP10,즉시 실행,P0,cpf-batch + cpf-admin,권한과 Parameter Override를 가진 수동 실행을 제공한다.,완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R011,Requirement,WP10,Dependency,P0,cpf-batch + cpf-admin,"선행 Job, 결과 조건, Timeout, Cycle 검증을 제공한다.",완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R012,Requirement,WP10,Versioning,P0,cpf-batch + cpf-admin,Job Definition은 Immutable Version과 시행일을 가진다.,완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R013,Requirement,WP10,Draft/Publish,P0,cpf-batch + cpf-admin,"Draft, Validated, Approval, Published, Retired 상태를 관리한다.",완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R014,Requirement,WP10,등록 Validation,P0,cpf-batch + cpf-admin,"Executor 필수 값, Capability, 경로, Secret, Contract를 검증한다.",완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R015,Requirement,WP10,연결 Test,P0,cpf-batch + cpf-admin,"Script/서명, File 접근, Service Health를 등록 때 시험한다.",완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R016,Requirement,WP10,Preview,P0,cpf-batch + cpf-admin,"최종 Parameter, Agent, Schedule, 영향, 권한을 보여준다.",완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R017,Requirement,WP10,Agent Capability,P0,cpf-batch + cpf-admin,"OS, Runtime, Zone, Alias, Tool Version을 매칭한다.",완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R018,Requirement,WP10,Concurrency,P0,cpf-batch + cpf-admin,"Job, Group, Business Key별 동시 실행을 제한한다.",완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R019,Requirement,WP10,Restartability,P0,cpf-batch + cpf-admin,Restart 가능 여부와 Checkpoint/보상 요구를 정의한다.,완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R020,Requirement,WP10,Retry/Skip,P0,cpf-batch + cpf-admin,"Backoff, Skip, Threshold를 Step/Job 단위로 설정한다.",완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R021,Requirement,WP10,Unknown Result,P0,cpf-batch + cpf-admin,통신 단절을 UNKNOWN_RESULT로 분류하고 확인 절차를 제공한다.,완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R022,Requirement,WP10,Alert,P0,cpf-batch + cpf-admin,"지연, 실패, 미실행, SLA, Parameter 오류 알림을 설정한다.",완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R023,Requirement,WP10,UI 상세,P0,cpf-batch + cpf-admin,"목록, 상세, Version 비교, 실행 이력, 의존 Graph를 제공한다.",완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R024,Requirement,WP10,OpenAPI/Guide,P0,cpf-batch + cpf-admin,등록·실행 API와 운영 Guide를 제공한다.,완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP10-R025,Requirement,WP10,Job Template,P0,cpf-batch + cpf-admin,자주 쓰는 Executor 조합을 표준 Template으로 제공한다.,완료,미검증,cpf-batch/control-server/src/main/java/com/cpf/batch/control/job; cpf-admin/frontend/src/features/batch-job-packs; exact-SHA 실행 Evidence 필요
WP11-R001,Requirement,WP11,Provider SPI,P0,cpf-batch worker/agent,"Local, NFS/Shared, SFTP/FTPS, SMB, Object Storage를 Adapter로 분리한다.",완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP11-R002,Requirement,WP11,Path Alias,P0,cpf-batch worker/agent,실제 경로 대신 승인 Alias를 선택한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP11-R003,Requirement,WP11,Pattern,P0,cpf-batch worker/agent,"Glob, Regex, Extension, 업무일자 Token을 설정한다.",완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP11-R004,Requirement,WP11,Stable Window,P0,cpf-batch worker/agent,크기와 수정시각이 안정된 뒤 처리한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP11-R005,Requirement,WP11,Marker,P0,cpf-batch worker/agent,DONE/CTL 등 완료 Marker를 조건으로 사용한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP11-R006,Requirement,WP11,Checksum,P0,cpf-batch worker/agent,Sidecar/등록 Checksum을 검증한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP11-R007,Requirement,WP11,Header/Trailer,P0,cpf-batch worker/agent,"Layout, Record Count를 검증한다.",완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP11-R008,Requirement,WP11,암호화/압축,P0,cpf-batch worker/agent,PGP/Zip 정책과 Zip Bomb 방어를 적용한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP11-R009,Requirement,WP11,중복 파일,P0,cpf-batch worker/agent,"Filename, Size, Checksum, Business Key 중복을 탐지한다.",완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP11-R010,Requirement,WP11,재전송 정책,P0,cpf-batch worker/agent,"Ignore, Replace, New Version, Manual Review를 지원한다.",완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
WP11-R011,Requirement,WP11,지연/누락,P0,cpf-batch worker/agent,예상 도착과 SLA 기준 경고를 제공한다.,완료,미검증,cpf-batch/worker/src/main/java/com/cpf/batch/worker/file; exact-SHA 실행 Evidence 필요
